AREA;VARIEDADE;DATA DE PODA;DATA DA AMOSTRA;DIAS_POS_PODA;TEXTO DATA;ESTADO DO ENGACO;COLORACAO DO CACHO;BRIX ACIMA DO IDEAL;BRIX DO SUCO;ACIDEZ;BRIX;DIAMETRO
B10 V1;ARRA 15;;25/11/2019;43794;25/11/2019;MADURO;¶MBAR;0,4;17,8;0,81;16,9;20,1
A12 V1;ARRA 15;;25/11/2019;43794;25/11/2019;MADURO;¶MBAR;0,35;17,7;0,93;16,1;18,5
A07 V1;ARRA 15;;25/11/2019;43794;25/11/2019;MADURO;¶MBAR;0,47;17,6;0,96;16,9;20,6
A12 V2;ARRA 15;;25/11/2019;43794;25/11/2019;MADURO;¶MBAR;0,62;18,2;0,87;17,1;19
B17 V2;ARRA 15;;25/11/2019;43794;25/11/2019;MADURO;¶MBAR;0,57;17,8;0,93;17,3;19,5
B10 V2;ARRA 15;;25/11/2019;43794;25/11/2019;MADURO;¶MBAR;0,75;17,8;0,87;17,9;19
B14 V2;CRIMSON;12/08/2019;27/11/2019;107;27/11/2019;MADURO;MESCLADA;0;14,3;1,04;14,3;17,3
A14 V1;BENITAKA M;;28/11/2019;43797;28/11/2019;MADURO;VERMELHA;0,93;16;0,71;16;23,9
A07 V1;ARRA 15;;28/11/2019;43797;28/11/2019;MADURO;¶MBAR;0,55;16,5;0,88;16,9;20,8
A07 V2;ARRA 15;;28/11/2019;43797;28/11/2019;MADURO;¶MBAR;0,58;16,4;0,85;17;21,2
A12 V1;ARRA 15;;28/11/2019;43797;28/11/2019;MADURO;¶MBAR;0,45;16,7;0,86;16,6;18,9
A12 V2;ARRA 15;;28/11/2019;43797;28/11/2019;MADURO;¶MBAR;0,77;17,1;0,79;17,7;18,6
A12 V1;ARRA 15;;02/12/2019;43801;02/12/2019;MADURO;¶MBAR;0,42;15,2;0,81;16,43;18,1
B18 V1;BENITAKA M;22/08/2019;02/12/2019;102;02/12/2019;MADURO;VERMELHA;0,98;15,2;0,89;15,6;22,6
A12 V1;ARRA 15;;02/12/2019;43801;02/12/2019;MADURO;¶MBAR;0,62;17,1;0,82;17,1;19,2
A07 V1;ARRA 15;;02/12/2019;43801;02/12/2019;MADURO;¶MBAR;0,73;17;0,87;17,4;19,8
A07 V2;ARRA 15;;02/12/2019;43801;02/12/2019;MADURO;¶MBAR;0,87;17,8;0,83;18,26;20,8
A12 V2;ARRA 15;;03/12/2019;43802;03/12/2019;MADURO;¶MBAR;0,8;18,2;0,76;18,2;18,4
A12 V2;ARRA 15;;03/12/2019;43802;03/12/2019;MADURO;¶MBAR;0,9;18,4;0,71;18,9;18,8
B14 V2;CRIMSON;12/08/2019;03/12/2019;113;03/12/2019;MADURO;VERMELHA;0,33;15,8;0,81;15,5;17,8
B14 V2;CRIMSON;12/08/2019;03/12/2019;113;03/12/2019;MADURO;ROSADA;0,22;15,3;0,85;15,2;18
B17 V1;ARRA 15;;04/12/2019;43803;04/12/2019;MADURO;¶MBAR;0,25;15,2;0,82;15,7;19,8
B17 V2;ARRA 15;;04/11/2019;43773;04/11/2019;MADURO;¶MBAR;0,25;14,7;0,92;15,4;19,3
B17 V2;ARRA 15;;06/12/2019;43805;06/12/2019;MADURO;¶MBAR;0,25;14,9;0,91;15,6;19
A12 V1;ARRA 15;;06/12/2019;43805;06/12/2019;MADURO;¶MBAR;0,48;16;0,85;16,6;18,4
A07 V2;ARRA 15;;06/12/2019;43805;06/12/2019;MADURO;¶MBAR;0,62;17,4;0,81;17,4;20,5
B14 V2;CRIMSON;12/08/2019;09/12/2019;119;09/12/2019;MADURO;VERMELHA;0,8;16,7;0,72;16,5;17,6
B14 V2;CRIMSON;12/08/2019;09/12/2019;119;09/12/2019;MADURO;ROSADA;0,7;16,8;0,75;16,3;17
B18 V1;BENITAKA M;22/08/2019;09/12/2019;109;09/12/2019;MADURO;VERMELHA;0,98;15,9;0,72;16;22,8
B18 V2;BENITAKA M;02/09/2019;09/12/2019;98;09/12/2019;MADURO;VERMELHA;0,95;15,1;0,99;15,4;21,9
B18 V1;BENITAKA M;22/08/2019;16/12/2019;116;16/12/2019;MADURO;VERMELHA;0,98;16,6;0,62;17;23,3
B18 V2;BENITAKA M;02/09/2019;16/12/2019;105;16/12/2019;MADURO;VERMELHA;0,93;15,7;0,82;15,8;22,1
B18 V2;BENITAKA M;02/09/2019;20/12/2019;109;20/12/2019;MADURO;VERMELHA;1;16,6;0,72;16,7;22,5
A01 V2;ARRA 15;30/09/2019;23/12/2019;84;23/12/2019;MADURO;¶MBAR;0,05;15,4;1,46;14,8;18,1
A01 V2;ARRA 15;30/09/2019;27/12/2019;88;27/12/2019;MADURO;¶MBAR;0,22;15,5;16,1;1,22;18,6
A01 V2;ARRA 15;30/09/2019;02/01/2020;94;02/01/2020;MADURO;¶MBAR;0,48;16,9;1;16,9;18,8
A01 V2;ARRA 15;30/09/2019;30/12/2019;91;30/12/2019;MADURO;¶MBAR;0,47;16,2;1,08;16,6;18,9
A01 V2;ARRA 15;30/09/2019;06/01/2020;98;06/01/2020;MADURO;¶MBAR;0,5;16,8;0,95;16,9;18,5
A01 V2;ARRA 15;30/09/2019;10/01/2020;102;10/01/2020;MADURO;¶MBAR;0,7;17,4;0,85;17,5;18,7
A01 V2;ARRA 15;30/09/2019;13/01/2020;105;13/01/2020;MADURO;¶MBAR;0,87;18,1;0,81;18,4;18,6
A13 V1;BENITAKA M;07/10/2019;14/01/2020;99;14/01/2020;MADURO;VERMELHA;0,15;13,2;1,3;13,2;20,7
A13 V2;BENITAKA M;07/10/2019;14/01/2020;99;14/01/2020;MADURO;VERMELHA;0,07;12,7;1,32;12,8;20,3
A13 V1;BENITAKA M;07/10/2019;20/01/2020;105;20/01/2020;MADURO;VERMELHA;0,9;14,4;1;14,9;20,9
A13 V2;BENITAKA M;07/10/2019;20/01/2020;105;20/01/2020;MADURO;VERMELHA;0,87;13,9;1;14,6;209
A13 V1;BENITAKA M;07/10/2019;23/01/2020;108;23/01/2020;MADURO;VERMELHA;0,92;14,6;0,93;14,7;21,33
A13 V2;BENITAKA M;07/10/2019;23/01/2020;108;23/01/2020;MADURO;VERMELHA;0,87;13,9;0,94;14,6;21,4
A12 V1;ARRA 15;04/11/2019;24/01/2020;81;24/01/2020;MADURO;¶MBAR;0;10,9;2,2;11;19,2
A12 V2;ARRA 15;04/11/2019;24/01/2020;81;24/01/2020;MADURO;¶MBAR;0;11,9;1,68;12,1;19,3
A12 V1;ARRA 15;04/11/2019;27/01/2020;84;27/01/2020;MADURO;¶MBAR;0;11,7;1,8;11,5;19,5
A12 V2;ARRA 15;04/11/2019;27/01/2020;84;27/01/2020;MADURO;¶MBAR;0;12,6;1,42;12,3;19,8
A13 V1;BENITAKA M;07/10/2019;27/01/2020;112;27/01/2020;MADURO;VERMELHA;0,95;15,1;0,78;15;21,8
A13 V2;BENITAKA M;07/10/2019;27/01/2020;112;27/01/2020;MADURO;VERMELHA;0,93;14,8;0,78;14,9;22,1
A12 V1;ARRA 15;04/11/2019;30/01/2020;87;30/01/2020;MADURO;¶MBAR;0;12,5;1,67;12,5;19,4
A12 V2;ARRA 15;04/11/2019;30/01/2020;87;30/01/2020;MADURO;¶MBAR;0;13,1;1,46;13,1;19,7
A12 V1;ARRA 15;04/11/2019;03/02/2020;91;03/02/2020;MADURO;¶MBAR;0;14,1;1,39;14;19,9
A12 V2;ARRA 15;04/11/2019;03/02/2020;91;03/02/2020;MADURO;¶MBAR;0,05;14,3;1,18;14,2;20,3
A03 V1 E V2;ARRA 15;11/11/2019;03/02/2020;84;03/02/2020;MADURO;¶MBAR;0;12,9;1,48;13,1;18,9
A03 V3 E V4;ARRA 15;11/11/2019;03/02/2020;84;03/02/2020;MADURO;¶MBAR;0;11,9;1,63;12,3;18,4
A03 V3 E V4;ARRA 15;18/11/2019;10/02/2020;84;10/02/2020;MADURO;VERDE;0;13,6;1,35;13;19
A09 V3 E V4;ARRA 15;18/11/2019;10/02/2020;84;10/02/2020;MADURO;¶MBAR;0;13,6;1,38;13,6;18,6
A03 V1 E V2;ARRA 15;11/11/2019;10/02/2020;91;10/02/2020;MADURO;¶MBAR;0,03;14,5;1,12;13,9;19,5
B12 V01;ARRA 15;04/11/2019;10/02/2020;98;10/02/2020;MADURO;¶MBAR;0,15;14,5;1,16;14,3;20,6
B12 V02 ;ARRA 15;04/11/2019;10/02/2020;98;10/02/2020;MADURO;¶MBAR;0,28;14,6;1,04;14,5;20,9
A09 V1 E V2;ARRA 15;18/11/2019;10/02/2020;84;10/02/2020;MADURO;¶MBAR;0,02;13,6;1,36;13,3;19,4
B12 V01;ARRA 15;04/11/2019;06/02/2020;94;06/02/2020;MADURO;¶MBAR;0,03;14,5;1,25;14,4;20,1
B12 V02;ARRA 15;04/11/2019;06/02/2020;94;06/02/2020;MADURO;¶MBAR;0,08;14,4;1,15;14,2;20,3
A03 V1 E V2;ARRA 15;11/11/2019;06/02/2020;87;06/02/2020;MADURO;¶MBAR;0,02;13,3;1,35;13,3;19,1
A03 V3 E V4;ARRA 15;18/11/2019;07/02/2020;81;07/02/2020;MADURO;VERDE;0;12,7;1,6;12,7;18,8
B12 V01;ARRA 15;04/11/2019;11/02/2020;99;11/02/2020;MADURO;¶MBAR;0,52;15,8;1,08;15,6;20,22
B12 V02;ARRA 15;04/11/2019;11/02/2020;99;11/02/2020;MADURO;¶MBAR;0,22;15;1,08;14,8;20
B12 V01;ARRA 15;04/11/2019;17/02/2020;105;17/02/2020;MADURO;¶MBAR;0,63;16;0,99;16,2;20,8
B12 V02;ARRA 15;04/11/2019;17/02/2020;105;17/02/2020;MADURO;¶MBAR;0,55;15,3;0,94;15,8;21
A03 V1 E V2;ARRA 15;11/11/2019;17/02/2020;98;17/02/2020;MADURO;¶MBAR;0,43;15,1;1,12;15,4;19,8
A03 V3 E V4;ARRA 15;18/11/2019;17/02/2020;91;17/02/2020;MADURO;¶MBAR;0,18;15,1;1,2;15;19,8
B11 V01;ARRA 15;25/11/2019;17/02/2020;84;17/02/2020;MADURO;¶MBAR;0,37;15,1;1,4;15,17;16,9
A09 V1 E V2;ARRA 15;18/11/2019;17/02/2020;91;17/02/2020;MADURO;¶MBAR;0,3;14,8;1,3;14,8;19
A09 V3 E V4;ARRA 15;18/11/2019;17/02/2020;91;17/02/2020;MADURO;¶MBAR;0,38;15,2;1,2;14,96;19
A06 V1 E V2;ARRA 15;25/11/2019;18/02/2020;85;18/02/2020;MADURO;VERDE;0,23;15,1;1,5;15;16,8
A06 V3 E V4;ARRA 15;18/11/2019;18/02/2020;92;18/02/2020;MADURO;¶MBAR;0,83;16,4;1,14;16,9;17,8
A03 V3;ARRA 15;18/11/2019;21/02/2020;95;21/02/2020;MADURO;¶MBAR;0,4;15,2;1,11;15,5;20
A03 V4;ARRA 15;18/11/2019;21/02/2020;95;21/02/2020;MADURO;VERDE;0,43;15,5;1,06;15,7;20
A09 V1 E V2;ARRA 15;18/11/2019;21/02/2020;95;21/02/2020;MADURO;¶MBAR;0,5;15,9;0,97;15,6;19
A03 V2;ARRA 15;11/11/2019;21/02/2020;102;21/02/2020;MADURO;¶MBAR;0,4;15,6;0,88;15;19
A03 V1;ARRA 15;11/11/2019;21/02/2020;102;21/02/2020;MADURO;¶MBAR;0,6;16,3;0,95;16;19
A09 V3 E V4;ARRA 15;18/11/2019;21/02/2020;95;21/02/2020;MADURO;¶MBAR;0,55;15,2;1,03;15,7;18,9
B11 V01;ARRA 15;25/11/2019;21/02/2020;88;21/02/2020;MADURO;¶MBAR;0,75;16,5;1,07;16;16,7
A03 V1;ARRA 15;11/11/2019;24/02/2020;105;24/02/2020;MADURO;¶MBAR;0,85;16,3;0,88;16,7;19,8
A03 V2;ARRA 15;11/11/2019;24/02/2020;105;24/02/2020;MADURO;¶MBAR;0,48;15,5;0,88;15,6;20
A03 V3;ARRA 15 ;18/11/2019;24/02/2020;98;24/02/2020;MADURO;¶MBAR;0,48;15;1,03;15,5;20
A03 V4;ARRA 15;18/11/2019;24/02/2020;98;24/02/2020;MADURO;¶MBAR;0,63;15,7;1,03;16;20
A06 V1 E V2;ARRA 15;25/11/2019;24/02/2020;91;24/02/2020;MADURO;¶MBAR;0,67;16,1;1,14;16;17
A09 V1 E V2;ARRA 15;18/11/2019;24/02/2020;98;24/02/2020;MADURO;¶MBAR;0,85;16,6;0,9;16,7;19,7
A08 V2;ARRA 15;25/11/2019;24/02/2020;91;24/02/2020;MADURO;¶MBAR;0,67;15,9;1,22;16;16,6
A08 V1;ARRA 15;25/11/2019;24/02/2020;91;24/02/2020;MADURO;¶MBAR;0,45;15,5;1,17;15,5;17
A06 V3 E V4;ARRA 15;18/11/2019;24/02/2020;98;24/02/2020;MADURO;¶MBAR;0,83;17;0,97;17;18
A08 V2;ARRA 15;25/11/2019;28/02/2020;95;28/02/2020;MADURO;¶MBAR;0,92;17,4;0,92;17,5;16,6
A08 V1 ;ARRA 15;25/11/2019;28/02/2020;95;28/02/2020;MADURO;¶MBAR;0,87;17;0,91;17;17
A06 V1 E V2;ARRA 15;25/11/2019;28/02/2020;95;28/02/2020;MADURO;¶MBAR;0,9;17,2;0,91;17;17
B16 V2;ARRA 15;25/11/2019;28/02/2020;95;28/02/2020;MADURO;¶MBAR;0,82;17,1;0,96;17;17
B16 V1;ARRA 15;25/11/2019;28/02/2020;95;28/02/2020;MADURO;¶MBAR;0,93;17,3;0,91;17,6;17
B11 V01;ARRA 15;25/11/2019;28/02/2020;95;28/02/2020;MADURO;¶MBAR;0,97;18;0,79;18;17
B11 V02;ARRA 30;;28/02/2020;43889;28/02/2020;MADURO;¶MBAR;0,03;13,7;0,69;14;17,7
A06 V3 E V4;ARRA 15;18/11/2019;28/02/2020;102;28/02/2020;MADURO;¶MBAR;1;17,7;0,8;18,9;18
B11 V02;ARRA 30;;05/03/2020;43895;05/03/2020;MADURO;¶MBAR;0,12;14,7;0,46;14;18
A10 V2;ARRA 15;04/12/2019;05/03/2020;92;05/03/2020;MADURO;VERDE;0,05;13;0,95;13;18
B06 V1;ARRA 15;09/12/2019;05/03/2020;87;05/03/2020;MADURO;VERDE;0;12,9;1,09;13;18
B06 V2;ARRA 15;05/12/2019;05/03/2020;91;05/03/2020;MADURO;VERDE;0,02;12,3;1,2;12,7;18,7
A10 V1;ARRA 15;02/12/2019;05/03/2020;94;05/03/2020;MADURO;VERDE;0;12,9;1,02;13;18
B06 V1;ARRA 15;09/12/2019;09/03/2020;91;09/03/2020;MADURO;¶MBAR;0,12;14,1;0,99;14;19
A10 V1;ARRA 15;02/12/2019;09/03/2020;98;09/03/2020;MADURO;¶MBAR;0,12;13,6;0,92;14;18
A10 V2;ARRA 15;04/12/2019;09/03/2020;96;09/03/2020;MADURO;¶MBAR;0,08;13,8;0,85;14;18,9
B11 V02;ARRA 30;;09/03/2020;43899;09/03/2020;MADURO;¶MBAR;0,07;14,8;0,39;15;18,9
B06 V2;ARRA 15;05/12/2019;09/03/2020;95;09/03/2020;MADURO;¶MBAR;0,07;14;1,02;14;19
B11 V02;ARRA 12;;09/03/2020;43899;09/03/2020;MADURO;VERMELHO;0;12,6;0,94;12;18
A06 V1 E V2;ARRA 15;25/11/2019;18/02/2020;85;18/02/2020;MADURO;¶MBAR;0,23;15,1;1,5;15;16,8
A06 V3 E V4;ARRA 15;18/11/2019;18/02/2020;92;18/02/2020;MADURO;¶MBAR;0,83;16,4;1,14;16,9;17,8
B06 V1;ARRA 15;09/12/2019;02/03/2020;84;02/03/2020;MADURO;¶MBAR;0;12,5;1,35;13;18,7
A10 V2;ARRA 15;04/12/2019;25/02/2020;83;25/02/2020;MADURO;¶MBAR;0,02;12,7;1,2;13;18
A10 V1;ARRA 15;02/12/2019;02/03/2020;91;02/03/2020;MADURO;¶MBAR;0,03;13,4;1,2;13,5;17,6
B06 V2;ARRA 15;05/12/2019;02/03/2020;88;02/03/2020;MADURO;¶MBAR;0;12,8;1,3;12,8;17,9
B11 V2;ARRA 30;;02/03/2020;43892;02/03/2020;MADURO;¶MBAR;0,05;14,2;0,6;14;17,8
B11 V2;ARRA 30;;12/03/2020;43902;12/03/2020;MADURO;¶MBAR;0,25;15,4;0,35;15,3;18,8
B11 V2;ARRA 12;;12/03/2020;43902;12/03/2020;MADURO;VERMELHO;0;12,7;0,85;12,6;17,7
B08 V1;ARRA 15;19/12/2019;13/03/2020;85;13/03/2020;MADURO;¶MBAR;0,07;13,2;1,31;13,2;18,5
A10 V1;ARRA 15;02/12/2019;13/03/2020;102;13/03/2020;MADURO;¶MBAR;0,5;15,5;0,73;15,7;18,5
B06 V1;ARRA 15;09/12/2019;13/03/2020;95;13/03/2020;MADURO;¶MBAR;0,32;15,3;0,89;15,2;19,4
B08 V2;ARRA 15;17/12/2019;13/03/2020;87;13/03/2020;MADURO;¶MBAR;0,05;13,3;1,28;13,3;18,4
A10 V2;ARRA 15;04/12/2019;13/03/2020;100;13/03/2020;MADURO;¶MBAR;0,45;15,4;0,67;15,6;18,8
B08 V1;ARRA 15;19/12/2019;16/03/2020;88;16/03/2020;MADURO;¶MBAR;0,15;14,2;1,17;14,3;18,8
A10 V1;ARRA 15;02/12/2019;16/03/2020;105;16/03/2020;MADURO;¶MBAR;0,58;15,8;0,74;16;18,8
B06 V1;ARRA 15;09/12/2019;16/03/2020;98;16/03/2020;MADURO;¶MBAR;0,75;16,1;0,79;16,3;18,9
B08 V2;ARRA 15;17/12/2019;16/03/2020;90;16/03/2020;MADURO;¶MBAR;0,1;14;10,08;14,1;19,2
A10 V2;ARRA 15;04/12/2019;16/03/2020;103;16/03/2020;MADURO;¶MBAR;0,65;16,1;0,65;16,2;18,6
B06 V2;ARRA 15;05/12/2019;16/03/2020;102;16/03/2020;MADURO;¶MBAR;0,63;16,2;0,81;16,1;19,3
A04 V3 E V4;ARRA 12;;17/03/2020;43907;17/03/2020;MADURO;VERMELHA;0,02;13,7;0,78;13,4;18,5
B11 V2;ARRA 12;;18/03/2020;43908;18/03/2020;MADURO;VERMELHA;0,18;14,1;0,64;14,7;17,7
B11 V2;ARRA 15;;18/03/2020;43908;18/03/2020;MADURO;AMARELA;0,88;17,2;0,8;17,3;17,1
B11 V2;ARRA 30;;18/03/2020;43908;18/03/2020;MADURO;¶MBAR;0,68;15,9;0,33;16,1;19,1
B08 V1;ARRA 15;19/12/2019;20/03/2020;92;20/03/2020;MADURO;¶MBAR;0,25;15,1;1,09;14,9;19
B08 V2;ARRA 15;17/12/2019;20/03/2020;94;20/03/2020;MADURO;¶MBAR;0,25;14,7;1,04;14,7;19,3
B08 V1;ARRA 15;19/12/2019;23/03/2020;95;23/03/2020;MADURO;¶MBAR;0,4;15,7;0,89;15,5;19,3
B08 V2;ARRA 15;17/12/2019;23/03/2020;97;23/03/2020;MADURO;¶MBAR;0,4;16,2;0,85;15,6;19,8
A04 V3 E V4;ARRA 12;;24/03/2020;43914;24/03/2020;MADURO;VERMELHA;0,05;14,1;0,61;13,91;19,2
B01 V1;ARRA 15;;26/03/2020;43916;26/03/2020;MADURO;VERMELHA;0,33;13,4;1,06;13,6;23
B08 V1;ARRA 15;19/12/2019;26/03/2020;98;26/03/2020;MADURO;¶MBAR;0,63;16,1;0,84;16,1;19,5
B08 V2;ARRA 15;17/12/2019;26/03/2020;100;26/03/2020;MADURO;¶MBAR;0,63;16,1;0,85;16,1;19,6
A04 V3 E V4;ARRA 12;;30/03/2020;43920;30/03/2020;MADURO;VERMELHO;0,17;15;0,54;15,1;19,4
B01 V1;BENITAKA M;;30/03/2020;43920;30/03/2020;MADURO;VERMELHO;0,53;13,9;0,94;14;23
B01 V1;BENITAKA M;;03/04/2020;43924;03/04/2020;MADURO;VERMELHO;0,82;14,6;0,88;14,7;23,7
B02 V1;BENITAKA M;;03/04/2020;43924;03/04/2020;MADURO;VERMELHO;0,87;14,8;1,01;14,8;21,7
B01 V1;BENITAKA M;;06/04/2020;43927;06/04/2020;MADURO;VERMELHO;0,77;14,5;0,82;14,6;23,8
B02 V1;BENITAKA M;;06/04/2020;43927;06/04/2020;MADURO;VERMELHO;0,82;14,5;0,88;14,8;21,9
B02 V1;BENITAKA M;;06/04/2020;43927;06/04/2020;MADURO;VERMELHO;0,97;15,1;0,79;15,2;22,9
A07 V1;ARRA 15;10/02/2020;04/05/2020;84;04/05/2020;MADURO;VERDE;0;14,3;1,44;13,9;17,6
A07 V2;ARRA 15;10/02/2020;04/05/2020;84;04/05/2020;MADURO;VERDE;0;13,3;1,78;13,4;17,3
B17 V1;ARRA 15;11/02/2020;06/05/2020;85;06/05/2020;MADURO;¶MBAR;0,05;14,3;1,6;14,6;17,4
B02 V2;BENITAKA M;27/01/2020;06/05/2020;100;06/05/2020;MADURO;VERMELHO;0,52;14,2;1,2;14;21,6
A07 V1;ARRA 15;10/02/2020;07/05/2020;87;07/05/2020;MADURO;¶MBAR;0,1;15,4;1,32;15,4;18,1
A07 V2;ARRA 15;10/02/2020;07/05/2020;87;07/05/2020;MADURO;¶MBAR;0,02;15,1;1,41;15;17,5
B17 V1;ARRA 15;11/02/2020;08/05/2020;87;08/05/2020;MADURO;¶MBAR;0,03;15,2;1,57;14,8;17,7
B02 V2;BENITAKA M;27/01/2020;08/05/2020;102;08/05/2020;MADURO;VERMELHO;0,57;14,1;1,2;14;21,6
A07 V1;ARRA 15;10/02/2020;11/05/2020;91;11/05/2020;MADURO;¶MBAR;0,33;16,4;1;16,5;17,9
A07 V2;ARRA 15;10/02/2020;11/05/2020;91;11/05/2020;MADURO;¶MBAR;0,08;16;1,2;16;17,9
A14 V2.1;BENITAKA M;;11/05/2020;43962;11/05/2020;MADURO;VERMELHO;0,95;15,3;1;15,3;20,6
A14 V2.2;BENITAKA M;;11/05/2020;43962;11/05/2020;MADURO;VERMELHO;1;16,9;0,67;16,7;21,9
B17 V1;ARRA 15;11/02/2020;13/05/2020;92;13/05/2020;MADURO;¶MBAR;0,95;17;1,24;17;17,8
B 2 V 2;BENITAKA M;27/01/2020;13/05/2020;107;13/05/2020;MADURO;VERMELHO;0,6;14,4;1,1;14,4;22,2
 A07 V1;ARRA 15;10/02/2020;14/05/2020;94;14/05/2020;MADURO;¶MBAR;0,55;17,2;1;16,8;18
A07 V2;ARRA 15;10/02/2020;14/05/2020;94;14/05/2020;MADURO;¶MBAR;0,37;16,4;1,2;16,2;17,5
A07 V1;ARRA 15;10/02/2020;18/05/2020;98;18/05/2020;MADURO;¶MBAR;0,8;17,5;0,91;17,6;18,4
A07 V2;ARRA 15;10/02/2020;18/05/2020;98;18/05/2020;MADURO;¶MBAR;0,65;17,1;1;17,2;18,1
A14 V2.1;BENITAKA M;;18/05/2020;43969;18/05/2020;MADURO;VERMELHO;0,92;15,6;0,89;15,4;22,1
B 2 V 2;BENITAKA M;27/01/2020;19/05/2020;113;19/05/2020;MADURO;VERMELHO;0,95;15,7;0,93;15,6;23,1
B17 V1;ARRA 15;11/02/2020;19/05/2020;98;19/05/2020;MADURO;¶MBAR;0,75;17,5;1;17,8;18,3
B17 V2;ARRA 15;24/02/2020;19/05/2020;85;19/05/2020;MADURO;¶MBAR;0,02;14,5;1,65;14,3;17,1
A07 V1;ARRA 15;10/02/2020;21/05/2020;101;21/05/2020;MADURO;¶MBAR;0,93;18,3;0,81;18,2;18
A07 V2;ARRA 15;10/02/2020;21/05/2020;101;21/05/2020;MADURO;¶MBAR;0,82;17,3;0,96;17,4;18
A12 V1;ARRA 15;27/02/2020;21/05/2020;84;21/05/2020;MADURO;¶MBAR;0;13,9;1,68;13,7;18,4
A14 V2;BENITAKA M;;21/05/2020;43972;21/05/2020;MADURO;¶MBAR;0,92;15,8;0,88;15,8;22,3
B 2 V 2;BENITAKA M;27/01/2020;21/05/2020;115;21/05/2020;MADURO;VERMELHO;0,83;15,4;0,86;15,1;23,4
B 14 V 1;BENITAKA M;13/02/2020;21/05/2020;98;21/05/2020;MADURO;VERMELHO;0,57;15;1;15,9;15,9
B17 V1;ARRA 15;11/02/2020;21/05/2020;100;21/05/2020;MADURO;¶MBAR;0,83;18,2;1;18,3;17,6
B17 V2;ARRA 15;24/02/2020;21/05/2020;87;21/05/2020;MADURO;VERDE;0,03;14,1;1,65;14,1;17,5
A12 V1;ARRA 15;27/02/2020;25/05/2020;88;25/05/2020;MADURO;¶MBAR;0;14,8;1,31;14,9;19
A12 V2;ARRA 15;02/03/2020;25/05/2020;84;25/05/2020;MADURO;¶MBAR;0,03;15,3;1,32;15,2;18,2
A07 V2;ARRA 15;10/02/2020;25/05/2020;105;25/05/2020;MADURO;¶MBAR;0,93;17,7;0,84;18;18,2
A14 V2;BENITAKA M;;25/05/2020;43976;25/05/2020;MADURO;VERMELHO;0,93;16;0,87;15,9;23,2
B17 V1;ARRA 15;11/02/2020;26/05/2020;105;26/05/2020;MADURO;¶MBAR;0,97;17,9;0,84;18,5;18,6
B17 V2;ARRA 15;24/02/2020;26/05/2020;92;26/05/2020;MADURO;¶MBAR;0,2;16,6;1,21;16,3;17,8
B 14 V 1;CRIMSON;13/02/2020;26/05/2020;103;26/05/2020;MADURO;VERMELHO;0,2;14,9;1;15,1;16,1
B 14 V 2;CRIMSON;18/02/2020;26/05/2020;98;26/05/2020;MADURO;VERMELHO;0,2;15,1;1;15,3;13,1
A12 V1;ARRA 15;27/02/2020;28/05/2020;91;28/05/2020;MADURO;¶MBAR;0,1;15,6;1,17;15,6;18,9
A12 V2;ARRA 15;02/03/2020;28/05/2020;87;28/05/2020;MADURO;¶MBAR;0,25;16,1;1,19;16;18,3
A14 V2;BENITAKA M;;28/05/2020;43979;28/05/2020;MADURO;VERMELHO;1;17,1;0,75;16,9;23
A07 V2;ARRA 15;10/02/2020;28/05/2020;108;28/05/2020;MADURO;¶MBAR;0,93;17,9;0,78;18,3;18,1
B 14 V1;CRIMSON;13/02/2020;29/05/2020;106;29/05/2020;MADURO;VERMELHO;0,28;15,7;0,85;15,3;15,8
B 14 V2;CRIMSON;18/02/2020;29/05/2020;101;29/05/2020;MADURO;VERMELHO;0,02;14,9;0,97;14,2;15,8
B17 V1;ARRA 15;11/02/2020;29/05/2020;108;29/05/2020;MADURO;¶MBAR;0,95;19,1;0,86;19,3;18,5
A12 V1;ARRA 15;27/02/2020;01/06/2020;95;01/06/2020;MADURO;¶MBAR;0,43;16,7;1,06;16,7;18,9
A12 V2;ARRA 15;02/03/2020;01/06/2020;91;01/06/2020;MADURO;¶MBAR;0,72;17,2;1,05;17,4;18,1
A14 V2;BENITAKA M;;01/06/2020;43983;01/06/2020;MADURO;VERMELHO;1;16,5;0,75;16,5;22,9
A07 V2;ARRA 15;10/02/2020;01/06/2020;112;01/06/2020;MADURO;¶MBAR;0,98;18,6;0,71;19;18,4
B17 V1;ARRA 15;11/02/2020;02/06/2020;112;02/06/2020;MADURO;¶MBAR;0,98;19,3;0,78;19,5;18,5
B17 V2;ARRA 15;24/02/2020;02/06/2020;99;02/06/2020;MADURO;¶MBAR;0,8;17,5;1,05;17,4;18,1
B 14 V 1;CRIMSON;13/02/2020;02/06/2020;110;02/06/2020;MADURO;VERMELHO;0,73;16,3;0,84;16,4;16,7
B 14 V 2;CRIMSON;18/02/2020;02/06/2020;105;02/06/2020;MADURO;VERMELHO;0,43;15,1;0,93;15,6;16,9
A12 V1;ARRA 15;27/02/2020;08/06/2020;102;08/06/2020;MADURO;¶MBAR;1;17,5;0,91;18,2;18,8
A12 V2;ARRA 15;02/03/2020;08/06/2020;98;08/06/2020;MADURO;¶MBAR;0,95;18,6;0,86;19;18,2
A14 V1;BENITAKA M;;09/06/2020;43991;09/06/2020;MADURO;VERMELHO;0,95;15,6;1,11;15,5;21,4
